id,amenity,name,lat,lon
358278498,place_of_worship,Sacred Heart Church,42.3748189,-71.1525536
358278524,place_of_worship,Saint Francis De Sales Church,42.3812265,-71.0665134
358278963,place_of_worship,Assembly of God in Boston,42.3820414,-71.0844963
358278986,place_of_worship,Broadway Winter Hill Congregational Church,42.3951453,-71.0990685
358279012,place_of_worship,Christ Episcopal Church,42.3925968,-71.0886632
358279025,place_of_worship,The Church of Jesus Christ of Latter-day Saints,42.3963941,-71.1238641
358279044,place_of_worship,College Avenue United Methodist Church,42.3980236,-71.1210627
358279068,place_of_worship,Comunidade Evangelica Pentecostal Church,42.3989855,-71.1072749
358279072,place_of_worship,Cornerstone Baptist Church,42.3969032,-71.1601525
358279088,school,Next Wave Junior High School,42.3873564,-71.0871547
358279106,place_of_worship,Evangelical-Haitian Church,42.3935808,-71.0928149
358279189,place_of_worship,Full Gospel Restoration Church,42.3981523,-71.0869965
358279214,place_of_worship,Greek Orthodox Church,42.3700968,-71.1575537
358279244,place_of_worship,Korean Methodist Church,42.3987941,-71.1211861
358279260,place_of_worship,Mission Church of Our Lord,42.3878746,-71.1008857
358279347,place_of_worship,Saint Andrews Episcopal Church,42.3767634,-71.1564425
358279514,place_of_worship,Unity Church of God,42.4006522,-71.1069971
358279561,place_of_worship,Sacred Heart Parish Church,42.3878745,-71.1231085
358279564,place_of_worship,Temple Bnai Brith,42.394658,-71.0987146
364705609,post_box,,42.3717459,-71.1068642
365602150,atm,,42.359031,-71.0944639
366686158,post_box,,42.3701042,-71.1032843
367777760,arts_centre,List Visual Arts Center,42.3610207,-71.0877409
367777763,arts_centre,Community Art Center,42.368986,-71.0906075
367777816,courthouse,Middlesex County District Court of Somerville,42.3955416,-71.0844086
367777946,library,Eda Kuhn Loeb Music Library,42.376964,-71.1170152
367777951,library,McKay and Blue Hill Library,42.3780016,-71.1170381
367778000,library,Youville Hospital School of Practical Nursing Library,42.3746771,-71.1066974
367778007,library,Tozzer Library,42.3785688,-71.1148047
367778046,library,Frances Loeb Library,42.3759405,-71.1139182
367778049,library,Godfrey Lowell Cabot Science Library,42.3761636,-71.1163126
367778059,library,Physics Research Library,42.377305,-71.1172917
367778060,library,Harvard University Psychology Research Library,42.3771216,-71.1135784
367778065,library,Gutman Library,42.3749185,-71.1217096
367778068,library,Harvard University Fine Arts Library,42.3763632,-71.1182075
367778069,library,Harvard Law School Library,42.3779559,-71.1185838
367778071,library,Kummel Library of Geological Sciences,42.3782011,-71.1147103
367778072,library,Massachusetts Eye and Ear Infirmary Libraries,42.362633,-71.070327
367778076,library,Harvard Kennedy School Library,42.3711732,-71.1216494
367778078,library,Palmer-Davis Library,42.3631529,-71.0694958
367778080,library,Pusey Library,42.3737167,-71.1157815
367778119,library,Carr Health Sciences Library,42.3850968,-71.1064413
367778122,library,Charles Hayden Memorial Library,42.3758355,-71.064401
367778141,library,East Somerville Branch Public Library of the City of Somerville,42.3879326,-71.0835948
367779474,theatre,Sanders Theatre,42.3758873,-71.1146858
367779583,cinema,Mugar Omni Theater,42.3670305,-71.0699374
367781121,library,Harvard University Museum of Comparative Zoology Library,42.3785878,-71.1155943
367781422,planetarium,Hayden Planetarium,42.3667653,-71.0702204
371247606,library,Eliot House Library,42.3700745,-71.1219298
380888986,telephone,,42.3685047,-71.0991917
380889116,post_box,,42.3684286,-71.0991316
391429098,doctors,Sancta Maria Nursing Facility,42.391578,-71.155386
417050044,magazine_box,,42.3652431,-71.1036222
417050049,magazine_box,,42.3651291,-71.1033941
417050052,post_box,,42.3650571,-71.103328
417050056,magazine_box,,42.3647381,-71.1027907
417050065,post_box,,42.3645855,-71.1025395
417050073,recycling,,42.3629703,-71.0998573
417050075,bench,,42.3628315,-71.099977
417050082,post_box,,42.3628369,-71.0998704
417080191,cafe,Andala Coffee House,42.3647658,-71.105778
417107209,post_box,,42.3615995,-71.097483
417107215,post_box,,42.3599831,-71.0948132
441287631,bicycle_parking,LiveableStreets,42.359887,-71.1029331
441291604,cafe,Pacific Street Cafe,42.3602168,-71.102461
441292040,pub,The Asgard,42.3627042,-71.0995636
448110162,cafe,Darwin's Limited,42.3749452,-71.1094225
460000802,pharmacy,CVS Pharmacy,42.389045,-71.118797
460211002,cafe,Sofra Bakery & Cafe,42.374856,-71.1503006
471295191,restaurant,The Shaking Crab,42.387602,-71.1189769
473890622,bank,Cambridge Savings Bank,42.390028,-71.117676
480692709,ice_cream,J. P. Licks,42.3728601,-71.1174909
500678894,restaurant,El Potro,42.3798083,-71.0954807
500678986,fast_food,Mama Gina's,42.3795293,-71.0962575
500792310,pub,The Druid,42.3737379,-71.1001428
500792317,restaurant,All-Star Sandwich Bar,42.3734743,-71.0981901
500792348,pharmacy,Inman Pharmacy,42.3737001,-71.101469
500792356,restaurant,S&S Restaurant,42.3734808,-71.0998028
505869274,parking_entrance,,42.3739663,-71.1113252
505869282,parking,,42.3737921,-71.1112861
530790467,cafe,Bloc 11,42.3808311,-71.0968378
539998402,pub,Miracle of Science Bar + Grill,42.3625591,-71.0985916
539998403,nightclub,Middlesex Lounge,42.3624977,-71.0984964
540404766,restaurant,Bytes,42.3609802,-71.1009966
541316313,ice_cream,New City Microcreamery,42.3635902,-71.1000483
541316331,restaurant,Desi Dhaba,42.3635803,-71.0999357
544354282,restaurant,Summer Shack,42.3936797,-71.1408939
559500869,car_sharing,,42.3928256,-71.1151627
559501044,car_sharing,,42.3922678,-71.1124076
559501416,car_sharing,,42.3938215,-71.1111036
559503371,car_sharing,,42.3961535,-71.119583
559503494,car_sharing,,42.3949047,-71.118493
559505304,car_sharing,,42.388553,-71.1027945
559506931,car_sharing,,42.3800832,-71.0955128
560218266,fast_food,Dunkin',42.389218,-71.1195667
562619361,restaurant,Yoma,42.3537493,-71.1375944
562620470,pharmacy,CVS Pharmacy,42.3897416,-71.1436
564529877,taxi,,42.3625821,-71.1000741
564531110,cafe,Mariposa Bakery,42.3633623,-71.1006465
564536086,restaurant,Rangzen,42.3641739,-71.1030009
564536105,restaurant,Pepper Sky's,42.3642246,-71.1029409
566889950,fast_food,Cambridge Pizzeria,42.3576804,-71.1078846
566890089,fast_food,Dimitrios,42.357395,-71.1077988
571884623,restaurant,Bon Me,42.390085,-71.14279
572609876,restaurant,Mary Chung,42.3636932,-71.101199
572615677,cafe,Starbucks,42.388668,-71.142442
572618039,fast_food,Dunkin',42.3899712,-71.1429224
573364103,restaurant,Scampo,42.3619345,-71.0704573
573364344,restaurant,Clink,42.3617561,-71.070232
573364420,pub,Liberty Bar,42.3619187,-71.0701194
575423879,restaurant,The Royal East,42.3630748,-71.0968465
581466119,restaurant,Koreana,42.3691324,-71.1009413
582401860,restaurant,Wasabi at Porter,42.3912955,-71.1234392
582805044,restaurant,Sydney's Grille,42.3621013,-71.1002506
585463485,theatre,American Repertory Theater,42.3748602,-71.1229496
594000416,cafe,The Loading Dock,42.3951423,-71.1582562
594000422,bank,,42.3971112,-71.1590125
594000423,plumber,F Reiner,42.3962674,-71.158696
595507840,bicycle_parking,,42.3738137,-71.1107632
616945448,restaurant,Thai Hut,42.377249,-71.1049217
617230464,post_box,,42.3762327,-71.103742
617230466,bank,Cambridge Savings Bank,42.3735442,-71.1003822
617230467,atm,,42.3735739,-71.1004573
617230469,post_box,,42.3735621,-71.1005002
617230474,post_box,,42.379543,-71.0965463
617230479,atm,,42.3802975,-71.0965536
617249818,restaurant,Dali,42.3783568,-71.1067196
617249820,restaurant,Kebab Factory,42.3780743,-71.1065873
617249823,post_box,,42.3781587,-71.1060815
625076599,car_sharing,,42.3689763,-71.103462
628854831,car_sharing,,42.3767388,-71.1047465
628907786,restaurant,Aleppo Palace,42.3654052,-71.104651
631327326,post_box,,42.3712312,-71.1108269
631342001,recycling,,42.3749116,-71.1104569
676939534,car_sharing,,42.3847303,-71.100289
684628427,car_sharing,,42.3658591,-71.1061857
684815608,fountain,,42.3709799,-71.1231618
746908622,fast_food,Wings Over Somerville,42.3834236,-71.1063202
837858882,restaurant,Christopher's,42.3890614,-71.1199847
854077302,bank,Century Bank,42.3630893,-71.1350962
854077309,pharmacy,Osco Pharmacy,42.3612874,-71.137488
854077318,restaurant,Joyful Garden,42.3641236,-71.1365224
854077351,post_box,,42.3623591,-71.1408184
854077415,atm,Bank of America,42.3628884,-71.1361953
854077416,fast_food,Bruegger's Bagels,42.3613615,-71.137791
871143661,pub,Cambridge Brewing Company,42.3664143,-71.0913087
895899573,pharmacy,Walgreens,42.3828118,-71.1068707
929190058,pub,Olde Magoun Saloon,42.3967102,-71.1040517
931018581,drinking_water,,42.3862124,-71.1277145
931018612,drinking_water,,42.3944393,-71.1138797
931018646,drinking_water,,42.3533619,-71.1075777
931018661,drinking_water,,42.3773566,-71.1214654
931018672,drinking_water,,42.3836178,-71.1023938
931018678,drinking_water,,42.3918771,-71.1078971
938173831,parking,Draw Seven Parking Lot,42.394252,-71.0765076
942207723,fast_food,McDonald's,42.3985362,-71.0641082
942761324,drinking_water,,42.3593223,-71.1446876
944734480,post_office,East Cambridge Post Office,42.3712723,-71.080851
945798665,fuel,Gulf,42.385834,-71.1138042
945798666,fuel,Cumberland Farms,42.3858538,-71.1139356
945798667,fast_food,Subway,42.386034,-71.1141153
945798668,cafe,Starbucks,42.3860737,-71.1141743
945806798,parking,Kendall Square Parking,42.363594,-71.082798
962173561,restaurant,Kelly's Diner,42.3995488,-71.1115911
962173565,cafe,True Grounds,42.400143,-71.112436
962173571,atm,,42.3999846,-71.1119317
962173578,restaurant,Sound Bites Cafe,42.399838,-71.1124092
962173584,restaurant,Ball Square Cafe,42.3998796,-71.1125057
981346672,restaurant,Craigie on Main,42.3634752,-71.0986205
981441735,taxi,,42.365026,-71.1030207
981477477,bench,,42.3626494,-71.0797333
981480738,bench,,42.3651523,-71.0760801
981484250,bar,Cantab Lounge,42.366126,-71.1052914
981491554,atm,Cambridge Savings Bank ATM,42.3634715,-71.0820499
981500159,cafe,Starbucks,42.36562,-71.1037337
981515406,theatre,Central Square Theater,42.3634608,-71.1011374
981577061,bicycle_parking,,42.3620993,-71.0887346
981577094,bicycle_parking,,42.3621426,-71.0897568
981594738,bicycle_parking,,42.3609185,-71.0841526
981594740,bicycle_parking,,42.3607247,-71.0831945
981605650,bank,Eastern Bank,42.362619,-71.0838826
983925522,restaurant,India Pavilion,42.3654032,-71.1047721
984957223,cafe,1369 Coffee House,42.3665431,-71.1053039
986060048,post_box,,42.3712624,-71.0937204
986189340,pub,Flat Top Johnny's,42.3665592,-71.0905496
986189375,cafe,Bean Towne Coffee House,42.3664118,-71.0906362
986189388,restaurant,The Blue Room,42.3664458,-71.0907953
986669786,bicycle_parking,,42.3662294,-71.090364
986669853,bicycle_parking,,42.3659584,-71.0907093
986669855,bicycle_parking,,42.3668725,-71.0897674
986669858,bicycle_parking,,42.3642971,-71.0883919
986669861,bicycle_parking,,42.3670197,-71.0896772
993148082,recycling,,42.3721534,-71.0965332
1000125740,restaurant,,42.363423,-71.0831628
1000129098,restaurant,Za Restaurant,42.3634943,-71.0834658
1027662912,drinking_water,,42.3793938,-71.1033899
1027662918,bench,,42.3797435,-71.1036883
1032773615,atm,Bank of America,42.3781546,-71.1064248
1034918615,atm,,42.374263,-71.1012631
1034918636,restaurant,Moona,42.3741265,-71.101103
1034918654,atm,Bank of America,42.373662,-71.1011578
1036546966,bench,,42.3784429,-71.1064198
1036547335,bench,,42.3784135,-71.1061202
1036547616,bench,,42.3783802,-71.1066429
1078209996,fast_food,Anna's Taqueria,42.388308,-71.118424
1092655619,restaurant,Bertucci's,42.3949145,-71.1415209
1092777755,parking_entrance,,42.3961285,-71.1434117
1096311852,bicycle_parking,,42.3761421,-71.1161019
1097147099,bench,,42.3765573,-71.1202423
1097147109,bench,,42.3765388,-71.1201982
1097147119,bench,,42.376313,-71.1200732
1097147122,bench,,42.3762773,-71.120088
1097147143,bench,,42.3762444,-71.1201076
1105769860,fast_food,Chipotle,42.3892527,-71.1435062
1105769861,bank,TD Bank,42.3890968,-71.1438282
1107057569,restaurant,Shan gri-La,42.3756048,-71.1562554
1107057571,fuel,Belmont Street Gas,42.3759337,-71.1580315
1107057572,pharmacy,Rosen's Belmont Medical Supply,42.3763697,-71.1584432
1132394806,loading_dock,,42.3549817,-71.0691641
1152244517,parking_entrance,,42.3617161,-71.152784
1152244530,parking_entrance,,42.3617251,-71.1528673
1152244542,parking_entrance,,42.3615872,-71.1530233
1152244544,parking_entrance,,42.3617643,-71.1532329
1152244563,parking_entrance,,42.3617712,-71.1532967
1152244570,parking_entrance,,42.3615807,-71.1529657
1152244573,parking_entrance,,42.3617958,-71.153526
1152244581,parking_entrance,,42.3617862,-71.1534366
1164496775,parking_entrance,,42.3682008,-71.0719626
1186242597,pub,Toad,42.388984,-71.1199464
1230178098,parking_entrance,,42.363326,-71.0889883
1245534049,post_box,,42.3951786,-71.1136142
1250023711,bench,,42.4004496,-71.1172768
1250023715,bench,,42.4007532,-71.1154464
1250023721,bench,,42.3999856,-71.1159355
1250023726,bench,,42.4002141,-71.1170018
1250023729,bench,,42.4002567,-71.116039
1250023732,bicycle_parking,,42.4007128,-71.1169471
1250023737,bench,,42.4002712,-71.1168953
1250023740,bench,,42.4002594,-71.1169121
1250023743,bench,,42.4005092,-71.115784
1250023750,bench,,42.4004279,-71.116018
1250023751,bench,,42.4005561,-71.1171289
1250023754,bench,,42.4001273,-71.1158554
1250023762,bench,,42.4002259,-71.1169732
1250023763,bench,,42.400423,-71.116326
1250023764,bench,,42.4004151,-71.1173265
1250023769,bicycle_parking,,42.4004575,-71.1165967
1250023772,bench,,42.4005363,-71.1171555
1250410392,bench,,42.3946787,-71.1135507
1250410426,bench,,42.3947317,-71.113834
1250410437,bicycle_parking,,42.397396,-71.114485
1250419712,bench,,42.3944528,-71.1140428
1250419721,bench,,42.3944201,-71.1140562
1298715522,fast_food,Anna's Taqueria,42.3949228,-71.1217429
1317730166,bar,Drifter's Tale,42.3735622,-71.0987964
1325838639,cinema,AMC Loews Theatres - Boston Common 19,42.3532266,-71.0640876
1326636203,pub,Cheers Beacon Hill,42.3559525,-71.0712576
1334144481,bench,,42.3639967,-71.1395156
1334144482,bench,,42.3642444,-71.1389067
1334144483,bench,,42.3639769,-71.1395692
1334144484,bench,,42.3640195,-71.1405911
1334144485,bench,,42.3640046,-71.1402854
1334144486,bench,,42.3642128,-71.1390086
1334144487,bench,,42.3641949,-71.1390569
1334144488,bench,,42.3642306,-71.138959
1334144489,bench,,42.3640086,-71.1401834
1334144490,bench,,42.3640027,-71.1404302
1334144491,bench,,42.3640393,-71.1407281
1334144492,bench,,42.3639383,-71.1396778
1334144493,bench,,42.363957,-71.1396216
1334149333,bench,,42.3643881,-71.1384072
1334149342,bench,,42.3643742,-71.1384823
1334149373,bench,,42.3643767,-71.1383106
1334149394,bench,,42.3644154,-71.1383555
1334149402,bench,,42.3645001,-71.1383669
1334149474,bench,,42.3644208,-71.1384306
1334151062,bench,,42.3645298,-71.1377319
1334151063,bench,,42.3644505,-71.1380625
1334151069,bench,,42.3644669,-71.1379284
1334151071,bench,,42.3645739,-71.137687
1334151076,bench,,42.3646002,-71.1376474
1334151077,bench,,42.3645125,-71.1376669
1334151081,bench,,42.3645422,-71.1378613
1334151082,bench,,42.3645541,-71.1376334
1334151086,bench,,42.3644184,-71.1381081
1334151095,bench,,42.364455,-71.1379566
1334151106,bench,,42.3645719,-71.1377628
1334165609,bench,,42.3660166,-71.1366717
1334165614,bench,,42.3661667,-71.1365121
1334165618,bench,,42.364939,-71.1378653
1334165619,bench,,42.364673,-71.1374938
1334165620,bench,,42.3650262,-71.1377633
1334165622,bench,,42.3659948,-71.1367032
1334165623,bench,,42.3650416,-71.1372638
1334165628,bench,,42.36538,-71.1365899
1334165634,bench,,42.3645714,-71.1374039
1334165645,bench,,42.365331,-71.1373986
1334165653,bench,,42.3654261,-71.1373147
1334165661,bench,,42.3662099,-71.1364605
1334165663,bench,,42.3651169,-71.1371163
1334165665,bench,,42.3655881,-71.1361761
1334165667,bench,,42.3657387,-71.1369889
1334165668,bench,,42.3654831,-71.1363867
1334165676,bench,,42.3656178,-71.1371766
1334172138,bench,,42.3667791,-71.1354915
1334172150,bench,,42.366795,-71.1354473
1334172151,bench,,42.3665081,-71.1360454
1334172152,bench,,42.3665344,-71.1360025
1334172154,bench,,42.366354,-71.1362714
1334172160,bench,,42.366304,-71.1363465
1334175133,bench,,42.3670962,-71.1320866
1334175134,bench,,42.3667543,-71.1330917
1334175142,bench,,42.3672126,-71.1342537
1334175143,bench,,42.3668643,-71.1323434
1334175146,bench,,42.3670897,-71.1333036
1334175157,bench,,42.3673068,-71.1339118
1334175173,bench,,42.3673454,-71.1337307
1334175175,bench,,42.3672929,-71.1321824
1334175178,bench,,42.36695,-71.1322515
1334175180,bench,,42.3671869,-71.1343381
1334185906,bench,,42.3689184,-71.1311914
1334185914,bench,,42.3674564,-71.132287
1334185916,bench,,42.3679647,-71.1326713
1334185918,bench,,42.3688723,-71.1314301
1334185929,bench,,42.3687702,-71.1316266
1334185935,bench,,42.3689852,-71.1312859
1334185936,bench,,42.3690244,-71.1312309
1334185940,bench,,42.3677913,-71.1321966
1334185942,bench,,42.3683412,-71.132161
1334185944,bench,,42.3685988,-71.1318794
1334185956,bench,,42.3680123,-71.1325982
1334185961,bench,,42.3679746,-71.1326196
1334185969,bench,,42.368954,-71.1312544
1334185972,bench,,42.368907,-71.131355
1334185973,bench,,42.3682758,-71.1322669
1334185982,bench,,42.3685498,-71.1319477
1334185984,bench,,42.3685671,-71.1319035
1334197781,bench,,42.3698602,-71.1309427
1334197782,bench,,42.3707068,-71.1312625
1334197783,bench,,42.3706286,-71.1307408
1334197784,bench,,42.3694252,-71.1309869
1334197789,bench,,42.3684086,-71.1311331
1334197791,bench,,42.3695971,-71.1309507
1334197792,bench,,42.370308,-71.1308434
1334197793,bench,,42.3697497,-71.1307636
1334197794,bench,,42.3695406,-71.1309668
1334197797,bench,,42.3702555,-71.1310848
1334197798,bench,,42.3707598,-71.1307482
1334197800,bench,,42.3699176,-71.1309366
1334197801,bench,,42.3692042,-71.1308769
1334197803,bench,,42.3693593,-71.1310037
1334197805,bench,,42.37074,-71.1312806
1334197808,bench,,42.3684358,-71.1314798
1334197810,bench,,42.3684507,-71.131508
1334197815,bench,,42.3701351,-71.1310426
1334197817,bench,,42.3705181,-71.1311921
1334197819,bench,,42.3703204,-71.1307194
1334197824,bench,,42.3687301,-71.1309849
1334197826,bench,,42.3685909,-71.1310479
1334202403,bench,,42.3715163,-71.13198
1334202405,bench,,42.3712711,-71.1316917
1334202407,bench,,42.3709422,-71.131408
1334202411,bench,,42.3712027,-71.1316434
1334202424,bench,,42.3716164,-71.1320987
1360266214,drinking_water,,42.397754,-71.1296279
1360268993,drinking_water,,42.3957736,-71.1382993
1361556135,marketplace,Seasonal Farm Stand,42.3878738,-71.1589116
1378325066,bicycle_parking,,42.3968716,-71.1232666
1378325067,drinking_water,,42.396867,-71.1225493
1378325068,bicycle_parking,,42.396668,-71.1216333
1407225362,post_box,,42.3959134,-71.1228684
1412610544,restaurant,Batifol: Brasserie Parisienne,42.3646081,-71.0831708
1413993833,restaurant,Thelonious Monkfish,42.3641718,-71.1020228
1436307484,restaurant,Punjabi Dhaba,42.3738746,-71.1007933
1437162941,cafe,1369 Coffee House,42.3737722,-71.1003885
1447593250,restaurant,Veggie Galaxy,42.3636635,-71.1011293
1456426025,restaurant,West Campus Dining Hall,42.3525797,-71.1198091
1469359647,restaurant,City Girl Cafe,42.3731225,-71.1003126
1469359667,pub,Atwood's Tavern,42.3726221,-71.0915662
1469359693,restaurant,Ole,42.3740824,-71.1003261
1469359700,restaurant,Corazon de Frida Mexican Cantina,42.3735802,-71.0989422
1469359723,restaurant,Atasca,42.366671,-71.092552
1469386655,restaurant,Champion's Sports Bar,42.3627551,-71.0855928
1479769341,bench,,42.399441,-71.0778164
1479769344,bench,,42.3997017,-71.078226
1479769349,bench,,42.3997558,-71.0782953
1479769380,bench,,42.4003518,-71.0791175
1479769401,bench,,42.4004442,-71.0792331
1546690441,bank,Cambridge Trust,42.3813708,-71.1382662
1546690442,fast_food,Chipotle,42.3959367,-71.1223938
1546690444,restaurant,Darul Kabab,42.3911695,-71.1232552
1546690461,dentist,Dental Arts,42.395651,-71.120641
1546690464,restaurant,Genki Ya,42.3953258,-71.1220661
1546690477,restaurant,Foundry on Elm,42.395624,-71.1218879
1546690489,restaurant,Orleans,42.398257,-71.1237826
1546690491,pub,Sligo Pub,42.395131,-71.1215498
1546690502,cafe,Starbucks,42.3956973,-71.1222734
1546690504,restaurant,The Burren,42.3953896,-71.1217372
1546690507,restaurant,The Village Kitchen,42.3813485,-71.1384553
1547870314,cafe,Concord Ave Cafe,42.3837165,-71.1340565
1547870331,fast_food,Domino's,42.3938147,-71.1205572
1547870334,restaurant,Full Moon,42.3811264,-71.1380065
1547870355,dojo,Jae H. Kim Tae Kwon Do,42.3902403,-71.121324
1547870372,restaurant,Out of the Blue,42.3944389,-71.1209963
1547870379,restaurant,Posto,42.3931487,-71.1203375
1547870394,restaurant,Rosebud,42.3943543,-71.1208754
1548095050,bench,,42.3625856,-71.0793509
1548095065,bench,,42.3626542,-71.0801768
1548095070,bench,,42.3626885,-71.0805636
1548095073,bench,,42.3627355,-71.08083
1548095077,bench,,42.362816,-71.0812026
1559532734,fuel,Freshpond Gas,42.3864783,-71.1406293
